,EPOCH,TRAIN_LOSS,VAL_LOSS,TRAIN_ACC,VAL_ACC,TRAIN_MCC,VAL_MCC
0,0.0,0.048800573053956034,0.026989396649656022,0.935640625,0.9561375,0.8785656382887195,0.9146598787659224
1,1.0,0.02642171719968319,0.025973287642381753,0.957078125,0.9570875,0.9165712296798607,0.9166496393237504
2,2.0,0.0249539230465889,0.023224740520499314,0.958896875,0.96046875,0.9200514268996743,0.9231362648737719
3,3.0,0.023746396532654764,0.02293819915147344,0.960959375,0.96225,0.9240535258679765,0.9264770307379149
4,4.0,0.0230911729991436,0.022290327971813025,0.9620890625,0.9626125,0.9262680158415358,0.9272625236504788
5,5.0,0.022890422768890858,0.021658806142154013,0.9623,0.96349375,0.9266526792727031,0.9290906780996432
6,6.0,0.022908405934274196,0.02250528813689757,0.9629578125,0.96245,0.9279619971392793,0.927126106480242
7,7.0,0.021938119052350522,0.021620006697952367,0.9635984375,0.96364375,0.9292224589758061,0.9292737324117673
8,8.0,0.022693840692937374,0.021648331491905412,0.9630734375,0.96341875,0.9281582669126219,0.9289388612141922
9,9.0,0.022175640039145947,0.021512700826119467,0.9636203125,0.96358125,0.9292294974057266,0.9292518712511264
10,10.0,0.021479128216207028,0.021565851500364625,0.964259375,0.963675,0.9304929648024542,0.9293574495835479
11,11.0,0.021727581171691417,0.021541653023024274,0.9641359375,0.9633625,0.9302580632476561,0.9285686478405836
12,12.0,0.021752454848587514,0.021190460498450667,0.9641453125,0.9639,0.9302583121750815,0.9298223704665255
13,13.0,0.02126689028441906,0.02423039765637012,0.9645375,0.96211875,0.9310213482962998,0.926330134898571
14,14.0,0.02113598738759756,0.026460409953383505,0.9647671875,0.9619625,0.9314735072399013,0.9257183206048293
15,15.0,0.021298237062990666,0.021267472784135752,0.96481875,0.9639125,0.9315711627731673,0.9298785126373161
16,16.0,0.02131378259807825,0.02116472526767831,0.9648953125,0.96378125,0.9317180726397324,0.929589906650912
17,17.0,0.021173469986021518,0.021309763833785512,0.9650234375,0.9641875,0.9319623901761124,0.930349527292086
18,18.0,0.02071032259762287,0.021220936386543474,0.9654,0.96406875,0.9327393319716096,0.9302437692082416
19,19.0,0.023087877547740936,0.02159805954167038,0.9650328125,0.9631,0.931967834217108,0.9284735584287684
20,20.0,0.02063351894468069,0.021158179487724593,0.9656296875,0.96415,0.9331466043645245,0.9302952402442601
21,21.0,0.020689751873910426,0.022041089903966637,0.9656296875,0.9624625,0.9331616916697764,0.9271987484754644
22,22.0,0.026928561809659003,0.02114335169932645,0.9655484375,0.96429375,0.9329901358113015,0.9306479950992501
23,23.0,0.020300389216840267,0.02236104768457686,0.966234375,0.96313125,0.9343297312509449,0.928344983586952
24,24.0,0.02064623081833124,0.0214567080697721,0.9658265625,0.9642875,0.9335345546807216,0.9305977797305022
25,25.0,0.020401401413977147,0.021326209276107847,0.9660234375,0.9647375,0.9339140149483949,0.931444053184457
26,26.0,0.019930709774792194,0.02093452193839535,0.966525,0.96421875,0.934897602903868,0.9303574731226897
27,27.0,0.019777728042006493,0.022051146503087062,0.966709375,0.964225,0.9352532523007129,0.9304503773581592
28,28.0,0.02043066052645445,0.02175431584666489,0.96653125,0.96379375,0.9349138431080484,0.9296427196768284
29,29.0,0.02019680595099926,0.022604655355784545,0.96665625,0.962925,0.9351366074538806,0.9278262995941546
30,30.0,0.0195433628231287,0.021463956849969875,0.9669640625,0.96385,0.9357556924153109,0.9297073331594662
31,31.0,0.019875205601751805,0.021266316437417533,0.966796875,0.964125,0.9354062576565869,0.9302567117510283
32,32.0,0.019462167800962923,0.021459815869475627,0.96729375,0.96378125,0.9363917345427639,0.9296110011064378
33,33.0,0.018040866135060788,0.02168417652582477,0.96891875,0.96453125,0.9395304798670224,0.9311598884211928
34,34.0,0.017705243535339834,0.022047194409047722,0.9695140625,0.96463125,0.9406755485998176,0.9312309154193258
35,35.0,0.017541570419073105,0.022513162475197936,0.9697125,0.96458125,0.9410784274916038,0.9311920305323627
36,36.0,0.017412534905970098,0.02276385594515284,0.969803125,0.96454375,0.9412627452810819,0.9311063294042449
37,37.0,0.017310479378700255,0.023573375502779225,0.970015625,0.96449375,0.9416960976962251,0.9310088261917563
38,38.0,0.017180588966608047,0.023820529899494663,0.9702375,0.96455,0.942115896134231,0.9311267436155406
39,39.0,0.016899173545837403,0.02410805041480596,0.9705421875,0.9644125,0.9426908632393972,0.9308991262388369
40,40.0,0.016856590661406518,0.02439025854751183,0.970646875,0.964425,0.9429048039594178,0.930883697362152
41,41.0,0.01683659376502037,0.02449625456456546,0.970665625,0.96455,0.9429434185900051,0.9311668683362737
42,42.0,0.016816996155679227,0.024478860448595065,0.9707046875,0.96449375,0.9430172209461704,0.9310153509497107
43,43.0,0.016801218578219413,0.02459849744655524,0.97065625,0.96466875,0.9429221117183055,0.9313900458449076
44,44.0,0.016788439692556858,0.024738772078209622,0.97075,0.96465,0.9430943214685691,0.9313562121010686
45,45.0,0.016749257378280164,0.02477773227936523,0.97078125,0.96455,0.9431664117651655,0.9311247888837324
46,46.0,0.0167460020840168,0.02479242885805619,0.9707578125,0.96455,0.9431135225841113,0.9311251354962525
47,47.0,0.0167441713437438,0.024806296049504524,0.97075,0.96455,0.943112734330282,0.9311253454556846
48,48.0,0.016742610469460486,0.024813200637793086,0.9707609375,0.9645625,0.943136516856006,0.9311491991050499
49,49.0,0.016740900963544844,0.02483321275490864,0.970759375,0.96455,0.9431260290386888,0.9311635122470621
