,EPOCH,TRAIN_LOSS,VAL_LOSS,TRAIN_ACC,VAL_ACC,TRAIN_MCC,VAL_MCC
0,0.0,0.042024168610572815,0.028656430791612644,0.9440921875,0.954775,0.8883330361079501,0.9119067232677635
1,1.0,0.026285785335302354,0.027168602463166425,0.9568203125,0.95445,0.9161244364405151,0.9127547565257247
2,2.0,0.025063158711791038,0.023790754543937694,0.9583765625,0.95953125,0.9191948501089937,0.9212338363975271
3,3.0,0.023504019090533255,0.023274351445258044,0.9604875,0.961075,0.9232168221327794,0.9242264012340969
4,4.0,0.02362653366625309,0.022504964012913645,0.961003125,0.9616875,0.9242321252675667,0.9254012123113617
5,5.0,0.023428485542535783,0.024852413565489898,0.961825,0.96073125,0.925777502636136,0.9236202323957812
6,6.0,0.022770788764953614,0.022717815355225733,0.962334375,0.96190625,0.9267470457798088,0.9260109731792282
7,7.0,0.023089957846701144,0.024824420571517035,0.9622796875,0.95785625,0.9266275048906744,0.9178402299324167
8,8.0,0.02310819852054119,0.022158866878717567,0.9628953125,0.96216875,0.9278232822853566,0.9264462154619332
9,9.0,0.02204232188761234,0.02346832186553129,0.9635765625,0.96240625,0.9291534604007787,0.9268663337033242
10,10.0,0.02231730582267046,0.024599251224641586,0.963478125,0.961575,0.9289755957794414,0.9252640782382198
11,11.0,0.02190062126815319,0.022395915061140515,0.96380625,0.96284375,0.9296057916238811,0.9276733232544713
12,12.0,0.02156282457411289,0.022787754305276523,0.9641546875,0.96258125,0.9302908106446597,0.9272735638777507
13,13.0,0.021499289916455746,0.021805107682516242,0.9644671875,0.9625875,0.9308789332199664,0.9274163033974736
14,14.0,0.02122561929523945,0.022041270177170728,0.9645734375,0.9628125,0.9311176158021178,0.9278404779046753
15,15.0,0.021594513745605944,0.02183276500885084,0.96444375,0.9635625,0.9308469659640562,0.9291541497449735
16,16.0,0.021187578743696214,0.02170666755669436,0.9648859375,0.96323125,0.9317099639653627,0.9285012053300546
17,17.0,0.022250139981508255,0.026465912616461706,0.964296875,0.9565125,0.9305318617052133,0.9151420875239894
18,18.0,0.021455018025636673,0.021872500111912465,0.964609375,0.9635375,0.931167921364297,0.929093423098504
19,19.0,0.02059519744515419,0.02170119852800468,0.965325,0.9635125,0.9325711270278049,0.929141202125204
20,20.0,0.021591685386002063,0.02162053858398632,0.9651890625,0.96360625,0.9322918544011262,0.9293023823634958
21,21.0,0.021510651217401026,0.022064599202601773,0.96531875,0.96284375,0.9325272889800008,0.9278562805032922
22,22.0,0.02064572513997555,0.02156749495844932,0.965678125,0.9635125,0.9332431022222798,0.9290436530230025
23,23.0,0.020504618160426615,0.02191316713667979,0.9658734375,0.96336875,0.933634111329681,0.9288195142060425
24,24.0,0.023048550875484942,0.021847372856821604,0.96409375,0.96309375,0.9300692975603659,0.9283335573418331
25,25.0,0.020985050107538702,0.021596648641357755,0.9659125,0.96385625,0.9337114009129375,0.9298343242888772
26,26.0,0.02010271004587412,0.022012628680154397,0.9665640625,0.96360625,0.9349794290783775,0.9293462473936149
27,27.0,0.020011164498329164,0.021869679319725676,0.96656875,0.963925,0.9349611946572415,0.9298677832068475
28,28.0,0.022213843059539794,0.022236343324896258,0.96576875,0.96296875,0.9334027115921736,0.927937083240338
29,29.0,0.019107552421092987,0.021508107999944764,0.9676890625,0.96378125,0.9371238390312323,0.9296206371876277
30,30.0,0.018791990177333354,0.02160033774057961,0.96815,0.9643,0.9380227690989361,0.9306337354784097
31,31.0,0.01865099228024483,0.02160110301486436,0.968275,0.96405,0.9382876394410187,0.9301455245716079
32,32.0,0.018533241744339467,0.02225735181479887,0.9684296875,0.96394375,0.9385900615494213,0.9299643909411369
33,33.0,0.01846707340478897,0.021740560313081664,0.9685546875,0.9641375,0.9388181955407947,0.9302712564838223
34,34.0,0.018399895322322845,0.021778511613085392,0.9687,0.964275,0.9391082011199258,0.9305167558320527
35,35.0,0.018268707056343557,0.021951685268075984,0.9689359375,0.964175,0.9395695540171056,0.9303516258456469
36,36.0,0.01803061037957668,0.021900763557215406,0.969225,0.9641875,0.9401279870162705,0.9303379074787325
37,37.0,0.01799401632845402,0.02195193893187175,0.96931875,0.96415625,0.9403177358541716,0.9302783678187674
38,38.0,0.017981621058285237,0.0219667859933084,0.9693109375,0.964125,0.9402802646034679,0.9302167181324005
39,39.0,0.017967269071936607,0.0219912656529504,0.969340625,0.96425,0.9403462463994668,0.9304639209996283
40,40.0,0.017957891787588595,0.022002959345129264,0.9693390625,0.964125,0.9403570516304981,0.930180744130974
41,41.0,0.01794414213448763,0.022052710484357398,0.9693953125,0.9641125,0.9404471122947418,0.9301550309241912
42,42.0,0.017906473189592362,0.022057668300001484,0.9694328125,0.9641,0.9405281437838432,0.9301329315451289
43,43.0,0.017905020779371263,0.02205960179685028,0.96944375,0.96411875,0.9405461629975891,0.930169434711402
44,44.0,0.01790356711447239,0.022062887135110083,0.9694484375,0.96411875,0.9405653559234614,0.9301670167440894
45,45.0,0.017902328358590604,0.0220677541794291,0.9694296875,0.9641125,0.9405239127083872,0.9301557841508385
46,46.0,0.01790099260956049,0.022072742010947246,0.969446875,0.96409375,0.9405491605953077,0.9301194718531873
47,47.0,0.017899704286456108,0.022074897293072597,0.9694390625,0.9640875,0.9405331906278676,0.930107334682372
48,48.0,0.017895942090451717,0.022075162791190255,0.96945,0.9640875,0.9405709104889644,0.9301081189498238
49,49.0,0.017895767591893673,0.02207548823800816,0.9694484375,0.96410625,0.9405568029727019,0.9301443614300998
